name,type,full_name,full_path,code,parent_code
Bạch Đằng,xa,Xã Bạch Đằng,"Xã Bạch Đằng, Tỉnh Cao Bằng",7444,20
Nguyễn Huệ,xa,Xã Nguyễn Huệ,"Xã Nguyễn Huệ, Tỉnh Cao Bằng",7700,20
Ca Thành,xa,Xã Ca Thành,"Xã Ca Thành, Tỉnh Cao Bằng",7956,20
Phan Thanh,xa,Xã Phan Thanh,"Xã Phan Thanh, Tỉnh Cao Bằng",8212,20
Thành Công,xa,Xã Thành Công,"Xã Thành Công, Tỉnh Cao Bằng",8468,20
Tam Kim,xa,Xã Tam Kim,"Xã Tam Kim, Tỉnh Cao Bằng",8724,20
Nguyên Bình,xa,Xã Nguyên Bình,"Xã Nguyên Bình, Tỉnh Cao Bằng",8980,20
Tĩnh Túc,xa,Xã Tĩnh Túc,"Xã Tĩnh Túc, Tỉnh Cao Bằng",9236,20
Minh Tâm,xa,Xã Minh Tâm,"Xã Minh Tâm, Tỉnh Cao Bằng",9492,20
Phục Hòa,xa,Xã Phục Hòa,"Xã Phục Hòa, Tỉnh Cao Bằng",9748,20
Bế Văn Đàn,xa,Xã Bế Văn Đàn,"Xã Bế Văn Đàn, Tỉnh Cao Bằng",10004,20
Độc Lập,xa,Xã Độc Lập,"Xã Độc Lập, Tỉnh Cao Bằng",10260,20
Quảng Uyên,xa,Xã Quảng Uyên,"Xã Quảng Uyên, Tỉnh Cao Bằng",10516,20
Hạnh Phúc,xa,Xã Hạnh Phúc,"Xã Hạnh Phúc, Tỉnh Cao Bằng",10772,20
Minh Khai,xa,Xã Minh Khai,"Xã Minh Khai, Tỉnh Cao Bằng",11028,20
Canh Tân,xa,Xã Canh Tân,"Xã Canh Tân, Tỉnh Cao Bằng",11284,20
Kim Đồng,xa,Xã Kim Đồng,"Xã Kim Đồng, Tỉnh Cao Bằng",11540,20
Thạch An,xa,Xã Thạch An,"Xã Thạch An, Tỉnh Cao Bằng",11796,20
Đông Khê,xa,Xã Đông Khê,"Xã Đông Khê, Tỉnh Cao Bằng",12052,20
Đức Long,xa,Xã Đức Long,"Xã Đức Long, Tỉnh Cao Bằng",12308,20
Quang Hán,xa,Xã Quang Hán,"Xã Quang Hán, Tỉnh Cao Bằng",12564,20
Trà Lĩnh,xa,Xã Trà Lĩnh,"Xã Trà Lĩnh, Tỉnh Cao Bằng",12820,20
Quang Trung,xa,Xã Quang Trung,"Xã Quang Trung, Tỉnh Cao Bằng",13076,20
Đoài Dương,xa,Xã Đoài Dương,"Xã Đoài Dương, Tỉnh Cao Bằng",13332,20
Trùng Khánh,xa,Xã Trùng Khánh,"Xã Trùng Khánh, Tỉnh Cao Bằng",13588,20
Đàm Thuỷ,xa,Xã Đàm Thuỷ,"Xã Đàm Thuỷ, Tỉnh Cao Bằng",13844,20
Quang Long,xa,Xã Quang Long,"Xã Quang Long, Tỉnh Cao Bằng",14100,20
Đình Phong,xa,Xã Đình Phong,"Xã Đình Phong, Tỉnh Cao Bằng",14356,20
Hòa Hiệp,phuong,Phường Hòa Hiệp,"Phường Hòa Hiệp, Tỉnh Đắk Lắk",277,21
Bình Kiến,phuong,Phường Bình Kiến,"Phường Bình Kiến, Tỉnh Đắk Lắk",533,21
Phú Hòa 2,xa,Xã Phú Hòa 2,"Xã Phú Hòa 2, Tỉnh Đắk Lắk",789,21
Đức Bình,xa,Xã Đức Bình,"Xã Đức Bình, Tỉnh Đắk Lắk",1045,21
Ea Bá,xa,Xã Ea Bá,"Xã Ea Bá, Tỉnh Đắk Lắk",1301,21
Ealy,xa,Xã Ealy,"Xã Ealy, Tỉnh Đắk Lắk",1557,21
Phú Yên,phuong,Phường Phú Yên,"Phường Phú Yên, Tỉnh Đắk Lắk",1813,21
Xuân Đài,phuong,Phường Xuân Đài,"Phường Xuân Đài, Tỉnh Đắk Lắk",2069,21
Dray Bhăng,xa,Xã Dray Bhăng,"Xã Dray Bhăng, Tỉnh Đắk Lắk",2325,21
Buôn Đôn,xa,Xã Buôn Đôn,"Xã Buôn Đôn, Tỉnh Đắk Lắk",2581,21
Ea KTur,xa,Xã Ea KTur,"Xã Ea KTur, Tỉnh Đắk Lắk",2837,21
Vụ Bổn,xa,Xã Vụ Bổn,"Xã Vụ Bổn, Tỉnh Đắk Lắk",3093,21
Krông Nô,xa,Xã Krông Nô,"Xã Krông Nô, Tỉnh Đắk Lắk",3349,21
Ea Trang,xa,Xã Ea Trang,"Xã Ea Trang, Tỉnh Đắk Lắk",3605,21
Ea H'Leo,xa,Xã Ea H'Leo,"Xã Ea H'Leo, Tỉnh Đắk Lắk",3861,21
Ia Lốp,xa,Xã Ia Lốp,"Xã Ia Lốp, Tỉnh Đắk Lắk",4117,21
Ia Rvê,xa,Xã Ia Rvê,"Xã Ia Rvê, Tỉnh Đắk Lắk",4373,21
Buôn Ma Thuột,phuong,Phường Buôn Ma Thuột,"Phường Buôn Ma Thuột, Tỉnh Đắk Lắk",4629,21
Tân An,phuong,Phường Tân An,"Phường Tân An, Tỉnh Đắk Lắk",4885,21
Tân Lập,phuong,Phường Tân Lập,"Phường Tân Lập, Tỉnh Đắk Lắk",5141,21
Thành Nhất,phuong,Phường Thành Nhất,"Phường Thành Nhất, Tỉnh Đắk Lắk",5397,21
Ea Kao,phuong,Phường Ea Kao,"Phường Ea Kao, Tỉnh Đắk Lắk",5653,21
Hòa Phú,xa,Xã Hòa Phú,"Xã Hòa Phú, Tỉnh Đắk Lắk",5909,21
Buôn Hồ,phuong,Phường Buôn Hồ,"Phường Buôn Hồ, Tỉnh Đắk Lắk",6165,21
Cư Bao,phuong,Phường Cư Bao,"Phường Cư Bao, Tỉnh Đắk Lắk",6421,21
Ea Drông,xa,Xã Ea Drông,"Xã Ea Drông, Tỉnh Đắk Lắk",6677,21
Ea Súp,xa,Xã Ea Súp,"Xã Ea Súp, Tỉnh Đắk Lắk",6933,21
Ea Rốk,xa,Xã Ea Rốk,"Xã Ea Rốk, Tỉnh Đắk Lắk",7189,21
Ea Bung,xa,Xã Ea Bung,"Xã Ea Bung, Tỉnh Đắk Lắk",7445,21
Ea Wer,xa,Xã Ea Wer,"Xã Ea Wer, Tỉnh Đắk Lắk",7701,21
Ea Nuôl,xa,Xã Ea Nuôl,"Xã Ea Nuôl, Tỉnh Đắk Lắk",7957,21
Ea Kiết,xa,Xã Ea Kiết,"Xã Ea Kiết, Tỉnh Đắk Lắk",8213,21
Ea M'Droh,xa,Xã Ea M'Droh,"Xã Ea M'Droh, Tỉnh Đắk Lắk",8469,21
Quảng Phú,xa,Xã Quảng Phú,"Xã Quảng Phú, Tỉnh Đắk Lắk",8725,21
Cuôr Đăng,xa,Xã Cuôr Đăng,"Xã Cuôr Đăng, Tỉnh Đắk Lắk",8981,21
Cư M'gar,xa,Xã Cư M'gar,"Xã Cư M'gar, Tỉnh Đắk Lắk",9237,21
Ea Tul,xa,Xã Ea Tul,"Xã Ea Tul, Tỉnh Đắk Lắk",9493,21
Pơng Drang,xa,Xã Pơng Drang,"Xã Pơng Drang, Tỉnh Đắk Lắk",9749,21
Krông Búk,xa,Xã Krông Búk,"Xã Krông Búk, Tỉnh Đắk Lắk",10005,21
Cư Pơng,xa,Xã Cư Pơng,"Xã Cư Pơng, Tỉnh Đắk Lắk",10261,21
Ea Khăl,xa,Xã Ea Khăl,"Xã Ea Khăl, Tỉnh Đắk Lắk",10517,21
Ea Drăng,xa,Xã Ea Drăng,"Xã Ea Drăng, Tỉnh Đắk Lắk",10773,21
Ea Wy,xa,Xã Ea Wy,"Xã Ea Wy, Tỉnh Đắk Lắk",11029,21
Ea Hiao,xa,Xã Ea Hiao,"Xã Ea Hiao, Tỉnh Đắk Lắk",11285,21
Krông Năng,xa,Xã Krông Năng,"Xã Krông Năng, Tỉnh Đắk Lắk",11541,21
Dliê Ya,xa,Xã Dliê Ya,"Xã Dliê Ya, Tỉnh Đắk Lắk",11797,21
Tam Giang,xa,Xã Tam Giang,"Xã Tam Giang, Tỉnh Đắk Lắk",12053,21
Phú Xuân,xa,Xã Phú Xuân,"Xã Phú Xuân, Tỉnh Đắk Lắk",12309,21
Krông Pắc,xa,Xã Krông Pắc,"Xã Krông Pắc, Tỉnh Đắk Lắk",12565,21
Ea Knuếc,xa,Xã Ea Knuếc,"Xã Ea Knuếc, Tỉnh Đắk Lắk",12821,21
Tân Tiến,xa,Xã Tân Tiến,"Xã Tân Tiến, Tỉnh Đắk Lắk",13077,21
Ea Phê,xa,Xã Ea Phê,"Xã Ea Phê, Tỉnh Đắk Lắk",13333,21
Ea Kly,xa,Xã Ea Kly,"Xã Ea Kly, Tỉnh Đắk Lắk",13589,21
Ea Kar,xa,Xã Ea Kar,"Xã Ea Kar, Tỉnh Đắk Lắk",13845,21
Ea Ô,xa,Xã Ea Ô,"Xã Ea Ô, Tỉnh Đắk Lắk",14101,21
Ea Knốp,xa,Xã Ea Knốp,"Xã Ea Knốp, Tỉnh Đắk Lắk",14357,21
Cư Yang,xa,Xã Cư Yang,"Xã Cư Yang, Tỉnh Đắk Lắk",14613,21
Ea Păl,xa,Xã Ea Păl,"Xã Ea Păl, Tỉnh Đắk Lắk",14869,21
M'Drắk,xa,Xã M'Drắk,"Xã M'Drắk, Tỉnh Đắk Lắk",15125,21
Ea Riêng,xa,Xã Ea Riêng,"Xã Ea Riêng, Tỉnh Đắk Lắk",15381,21
Cư M'ta,xa,Xã Cư M'ta,"Xã Cư M'ta, Tỉnh Đắk Lắk",15637,21
Krông Á,xa,Xã Krông Á,"Xã Krông Á, Tỉnh Đắk Lắk",15893,21
Cư Prao,xa,Xã Cư Prao,"Xã Cư Prao, Tỉnh Đắk Lắk",16149,21
Hòa Sơn,xa,Xã Hòa Sơn,"Xã Hòa Sơn, Tỉnh Đắk Lắk",16405,21
Dang Kang,xa,Xã Dang Kang,"Xã Dang Kang, Tỉnh Đắk Lắk",16661,21
Krông Bông,xa,Xã Krông Bông,"Xã Krông Bông, Tỉnh Đắk Lắk",16917,21
Yang Mao,xa,Xã Yang Mao,"Xã Yang Mao, Tỉnh Đắk Lắk",17173,21
Cư Pui,xa,Xã Cư Pui,"Xã Cư Pui, Tỉnh Đắk Lắk",17429,21
Liên Sơn Lắk,xa,Xã Liên Sơn Lắk,"Xã Liên Sơn Lắk, Tỉnh Đắk Lắk",17685,21
Đắk Liêng,xa,Xã Đắk Liêng,"Xã Đắk Liêng, Tỉnh Đắk Lắk",17941,21
Nam Ka,xa,Xã Nam Ka,"Xã Nam Ka, Tỉnh Đắk Lắk",18197,21
Đắk Phơi,xa,Xã Đắk Phơi,"Xã Đắk Phơi, Tỉnh Đắk Lắk",18453,21
Ea Ning,xa,Xã Ea Ning,"Xã Ea Ning, Tỉnh Đắk Lắk",18709,21
Krông Ana,xa,Xã Krông Ana,"Xã Krông Ana, Tỉnh Đắk Lắk",18965,21
Dur Kmăl,xa,Xã Dur Kmăl,"Xã Dur Kmăl, Tỉnh Đắk Lắk",19221,21
Ea Na,xa,Xã Ea Na,"Xã Ea Na, Tỉnh Đắk Lắk",19477,21
Xuân Thọ,xa,Xã Xuân Thọ,"Xã Xuân Thọ, Tỉnh Đắk Lắk",19733,21
Xuân Cảnh,xa,Xã Xuân Cảnh,"Xã Xuân Cảnh, Tỉnh Đắk Lắk",19989,21
Xuân Lộc,xa,Xã Xuân Lộc,"Xã Xuân Lộc, Tỉnh Đắk Lắk",20245,21
Đông Hòa,phuong,Phường Đông Hòa,"Phường Đông Hòa, Tỉnh Đắk Lắk",20501,21
Hòa Xuân,xa,Xã Hòa Xuân,"Xã Hòa Xuân, Tỉnh Đắk Lắk",20757,21
Tuy An Bắc,xa,Xã Tuy An Bắc,"Xã Tuy An Bắc, Tỉnh Đắk Lắk",21013,21
Tuy An Đông,xa,Xã Tuy An Đông,"Xã Tuy An Đông, Tỉnh Đắk Lắk",21269,21
Ô Loan,xa,Xã Ô Loan,"Xã Ô Loan, Tỉnh Đắk Lắk",21525,21
Tuy An Nam,xa,Xã Tuy An Nam,"Xã Tuy An Nam, Tỉnh Đắk Lắk",21781,21
Tuy An Tây,xa,Xã Tuy An Tây,"Xã Tuy An Tây, Tỉnh Đắk Lắk",22037,21
Hòa Thịnh,xa,Xã Hòa Thịnh,"Xã Hòa Thịnh, Tỉnh Đắk Lắk",22293,21
Hòa Mỹ,xa,Xã Hòa Mỹ,"Xã Hòa Mỹ, Tỉnh Đắk Lắk",22549,21
Sơn Thành,xa,Xã Sơn Thành,"Xã Sơn Thành, Tỉnh Đắk Lắk",22805,21
Sơn Hòa,xa,Xã Sơn Hòa,"Xã Sơn Hòa, Tỉnh Đắk Lắk",23061,21
Vân Hòa,xa,Xã Vân Hòa,"Xã Vân Hòa, Tỉnh Đắk Lắk",23317,21
Tây Sơn,xa,Xã Tây Sơn,"Xã Tây Sơn, Tỉnh Đắk Lắk",23573,21
Xuân Lãnh,xa,Xã Xuân Lãnh,"Xã Xuân Lãnh, Tỉnh Đắk Lắk",23829,21
Phú Mỡ,xa,Xã Phú Mỡ,"Xã Phú Mỡ, Tỉnh Đắk Lắk",24085,21
Xuân Phước,xa,Xã Xuân Phước,"Xã Xuân Phước, Tỉnh Đắk Lắk",24341,21
Đồng Xuân,xa,Xã Đồng Xuân,"Xã Đồng Xuân, Tỉnh Đắk Lắk",24597,21
Sông Cầu,phuong,Phường Sông Cầu,"Phường Sông Cầu, Tỉnh Đắk Lắk",24853,21
Suối Trai,xa,Xã Suối Trai,"Xã Suối Trai, Tỉnh Đắk Lắk",25109,21
Tuy Hòa,phuong,Phường Tuy Hòa,"Phường Tuy Hòa, Tỉnh Đắk Lắk",25365,21
Phú Hòa 1,xa,Xã Phú Hòa 1,"Xã Phú Hòa 1, Tỉnh Đắk Lắk",25621,21
Tây Hòa,xa,Xã Tây Hòa,"Xã Tây Hòa, Tỉnh Đắk Lắk",25877,21
Sông Hinh,xa,Xã Sông Hinh,"Xã Sông Hinh, Tỉnh Đắk Lắk",26133,21
Mường Nhé,xa,Xã Mường Nhé,"Xã Mường Nhé, Tỉnh Điện Biên",278,22
Sín Thầu,xa,Xã Sín Thầu,"Xã Sín Thầu, Tỉnh Điện Biên",534,22
Mường Toong,xa,Xã Mường Toong,"Xã Mường Toong, Tỉnh Điện Biên",790,22
Nậm Kè,xa,Xã Nậm Kè,"Xã Nậm Kè, Tỉnh Điện Biên",1046,22
Quảng Lâm,xa,Xã Quảng Lâm,"Xã Quảng Lâm, Tỉnh Điện Biên",1302,22
Nà Hỳ,xa,Xã Nà Hỳ,"Xã Nà Hỳ, Tỉnh Điện Biên",1558,22
Mường Chà,xa,Xã Mường Chà,"Xã Mường Chà, Tỉnh Điện Biên",1814,22
Nà Bủng,xa,Xã Nà Bủng,"Xã Nà Bủng, Tỉnh Điện Biên",2070,22
Chà Tở,xa,Xã Chà Tở,"Xã Chà Tở, Tỉnh Điện Biên",2326,22
Si Pa Phìn,xa,Xã Si Pa Phìn,"Xã Si Pa Phìn, Tỉnh Điện Biên",2582,22
Mường Lay,phuong,Phường Mường Lay,"Phường Mường Lay, Tỉnh Điện Biên",2838,22
Na Sang,xa,Xã Na Sang,"Xã Na Sang, Tỉnh Điện Biên",3094,22
Mường Tùng,xa,Xã Mường Tùng,"Xã Mường Tùng, Tỉnh Điện Biên",3350,22
Pa Ham,xa,Xã Pa Ham,"Xã Pa Ham, Tỉnh Điện Biên",3606,22
Nậm Nèn,xa,Xã Nậm Nèn,"Xã Nậm Nèn, Tỉnh Điện Biên",3862,22
Mường Pồn,xa,Xã Mường Pồn,"Xã Mường Pồn, Tỉnh Điện Biên",4118,22
Tủa Chùa,xa,Xã Tủa Chùa,"Xã Tủa Chùa, Tỉnh Điện Biên",4374,22
Xín Chải,xa,Xã Xín Chải,"Xã Xín Chải, Tỉnh Điện Biên",4630,22
Sính Phình,xa,Xã Sính Phình,"Xã Sính Phình, Tỉnh Điện Biên",4886,22
Tủa Thàng,xa,Xã Tủa Thàng,"Xã Tủa Thàng, Tỉnh Điện Biên",5142,22
Sáng Nhè,xa,Xã Sáng Nhè,"Xã Sáng Nhè, Tỉnh Điện Biên",5398,22
Tuần Giáo,xa,Xã Tuần Giáo,"Xã Tuần Giáo, Tỉnh Điện Biên",5654,22
Quài Tở,xa,Xã Quài Tở,"Xã Quài Tở, Tỉnh Điện Biên",5910,22
Mường Mùn,xa,Xã Mường Mùn,"Xã Mường Mùn, Tỉnh Điện Biên",6166,22
Pú Nhung,xa,Xã Pú Nhung,"Xã Pú Nhung, Tỉnh Điện Biên",6422,22
Chiềng Sinh,xa,Xã Chiềng Sinh,"Xã Chiềng Sinh, Tỉnh Điện Biên",6678,22
Mường Ảng,xa,Xã Mường Ảng,"Xã Mường Ảng, Tỉnh Điện Biên",6934,22
Nà Tấu,xa,Xã Nà Tấu,"Xã Nà Tấu, Tỉnh Điện Biên",7190,22
Búng Lao,xa,Xã Búng Lao,"Xã Búng Lao, Tỉnh Điện Biên",7446,22
Mường Lạn,xa,Xã Mường Lạn,"Xã Mường Lạn, Tỉnh Điện Biên",7702,22
Mường Phăng,xa,Xã Mường Phăng,"Xã Mường Phăng, Tỉnh Điện Biên",7958,22
Điện Biên Phủ,phuong,Phường Điện Biên Phủ,"Phường Điện Biên Phủ, Tỉnh Điện Biên",8214,22
Mường Thanh,phuong,Phường Mường Thanh,"Phường Mường Thanh, Tỉnh Điện Biên",8470,22
Thanh Nưa,xa,Xã Thanh Nưa,"Xã Thanh Nưa, Tỉnh Điện Biên",8726,22
Thanh An,xa,Xã Thanh An,"Xã Thanh An, Tỉnh Điện Biên",8982,22
Thanh Yên,xa,Xã Thanh Yên,"Xã Thanh Yên, Tỉnh Điện Biên",9238,22
Sam Mứn,xa,Xã Sam Mứn,"Xã Sam Mứn, Tỉnh Điện Biên",9494,22
Núa Ngam,xa,Xã Núa Ngam,"Xã Núa Ngam, Tỉnh Điện Biên",9750,22
Mường Nhà,xa,Xã Mường Nhà,"Xã Mường Nhà, Tỉnh Điện Biên",10006,22
Na Son,xa,Xã Na Son,"Xã Na Son, Tỉnh Điện Biên",10262,22
Xa Dung,xa,Xã Xa Dung,"Xã Xa Dung, Tỉnh Điện Biên",10518,22
Pú Nhi,xa,Xã Pú Nhi,"Xã Pú Nhi, Tỉnh Điện Biên",10774,22
Mường Luân,xa,Xã Mường Luân,"Xã Mường Luân, Tỉnh Điện Biên",11030,22
Tìa Dình,xa,Xã Tìa Dình,"Xã Tìa Dình, Tỉnh Điện Biên",11286,22
Phình Giàng,xa,Xã Phình Giàng,"Xã Phình Giàng, Tỉnh Điện Biên",11542,22
Dak Lua,xa,Xã Dak Lua,"Xã Dak Lua, Tỉnh Đồng Nai",279,23
Phú Lý,xa,Xã Phú Lý,"Xã Phú Lý, Tỉnh Đồng Nai",535,23
Xuân Hòa,xa,Xã Xuân Hòa,"Xã Xuân Hòa, Tỉnh Đồng Nai",791,23
Phước Tân,phuong,Phường Phước Tân,"Phường Phước Tân, Tỉnh Đồng Nai",1047,23
Tam Phước,phuong,Phường Tam Phước,"Phường Tam Phước, Tỉnh Đồng Nai",1303,23
Đak Ơ,xa,Xã Đak Ơ,"Xã Đak Ơ, Tỉnh Đồng Nai",1559,23
Xuân Đông,xa,Xã Xuân Đông,"Xã Xuân Đông, Tỉnh Đồng Nai",1815,23
Bù Gia Mập,xa,Xã Bù Gia Mập,"Xã Bù Gia Mập, Tỉnh Đồng Nai",2071,23
Thanh Sơn,xa,Xã Thanh Sơn,"Xã Thanh Sơn, Tỉnh Đồng Nai",2327,23
Xuân Lộc,xa,Xã Xuân Lộc,"Xã Xuân Lộc, Tỉnh Đồng Nai",2583,23
Xuân Thành,xa,Xã Xuân Thành,"Xã Xuân Thành, Tỉnh Đồng Nai",2839,23
Xuân Bắc,xa,Xã Xuân Bắc,"Xã Xuân Bắc, Tỉnh Đồng Nai",3095,23
La Ngà,xa,Xã La Ngà,"Xã La Ngà, Tỉnh Đồng Nai",3351,23
Định Quán,xa,Xã Định Quán,"Xã Định Quán, Tỉnh Đồng Nai",3607,23
Phú Vinh,xa,Xã Phú Vinh,"Xã Phú Vinh, Tỉnh Đồng Nai",3863,23
Phú Hòa,xa,Xã Phú Hòa,"Xã Phú Hòa, Tỉnh Đồng Nai",4119,23
Tà Lài,xa,Xã Tà Lài,"Xã Tà Lài, Tỉnh Đồng Nai",4375,23
Nam Cát Tiên,xa,Xã Nam Cát Tiên,"Xã Nam Cát Tiên, Tỉnh Đồng Nai",4631,23
Tân Phú,xa,Xã Tân Phú,"Xã Tân Phú, Tỉnh Đồng Nai",4887,23
Phú Lâm,xa,Xã Phú Lâm,"Xã Phú Lâm, Tỉnh Đồng Nai",5143,23
Trị An,xa,Xã Trị An,"Xã Trị An, Tỉnh Đồng Nai",5399,23
Tân An,xa,Xã Tân An,"Xã Tân An, Tỉnh Đồng Nai",5655,23
Tân Triều,phuong,Phường Tân Triều,"Phường Tân Triều, Tỉnh Đồng Nai",5911,23
Phú Riềng,xa,Xã Phú Riềng,"Xã Phú Riềng, Tỉnh Đồng Nai",6167,23
Nhơn Trạch,xa,Xã Nhơn Trạch,"Xã Nhơn Trạch, Tỉnh Đồng Nai",6423,23
Phước An,xa,Xã Phước An,"Xã Phước An, Tỉnh Đồng Nai",6679,23
Phước Thái,xa,Xã Phước Thái,"Xã Phước Thái, Tỉnh Đồng Nai",6935,23
Long Phước,xa,Xã Long Phước,"Xã Long Phước, Tỉnh Đồng Nai",7191,23
Bình An,xa,Xã Bình An,"Xã Bình An, Tỉnh Đồng Nai",7447,23
Long Thành,xa,Xã Long Thành,"Xã Long Thành, Tỉnh Đồng Nai",7703,23
An Phước,xa,Xã An Phước,"Xã An Phước, Tỉnh Đồng Nai",7959,23
An Viễn,xa,Xã An Viễn,"Xã An Viễn, Tỉnh Đồng Nai",8215,23
Bình Minh,xa,Xã Bình Minh,"Xã Bình Minh, Tỉnh Đồng Nai",8471,23
Trảng Bom,xa,Xã Trảng Bom,"Xã Trảng Bom, Tỉnh Đồng Nai",8727,23
Bàu Hàm,xa,Xã Bàu Hàm,"Xã Bàu Hàm, Tỉnh Đồng Nai",8983,23
Hưng Thịnh,xa,Xã Hưng Thịnh,"Xã Hưng Thịnh, Tỉnh Đồng Nai",9239,23
Dầu Giây,xa,Xã Dầu Giây,"Xã Dầu Giây, Tỉnh Đồng Nai",9495,23
Gia Kiệm,xa,Xã Gia Kiệm,"Xã Gia Kiệm, Tỉnh Đồng Nai",9751,23
Thống Nhất,xa,Xã Thống Nhất,"Xã Thống Nhất, Tỉnh Đồng Nai",10007,23
Bình Lộc,phuong,Phường Bình Lộc,"Phường Bình Lộc, Tỉnh Đồng Nai",10263,23
Bảo Vinh,phuong,Phường Bảo Vinh,"Phường Bảo Vinh, Tỉnh Đồng Nai",10519,23
Xuân Lập,phuong,Phường Xuân Lập,"Phường Xuân Lập, Tỉnh Đồng Nai",10775,23
Long Khánh,phuong,Phường Long Khánh,"Phường Long Khánh, Tỉnh Đồng Nai",11031,23
Hàng Gòn,phuong,Phường Hàng Gòn,"Phường Hàng Gòn, Tỉnh Đồng Nai",11287,23
Xuân Quế,xa,Xã Xuân Quế,"Xã Xuân Quế, Tỉnh Đồng Nai",11543,23
Xuân Đường,xa,Xã Xuân Đường,"Xã Xuân Đường, Tỉnh Đồng Nai",11799,23
Cẩm Mỹ,xa,Xã Cẩm Mỹ,"Xã Cẩm Mỹ, Tỉnh Đồng Nai",12055,23
Sông Ray,xa,Xã Sông Ray,"Xã Sông Ray, Tỉnh Đồng Nai",12311,23
Xuân Định,xa,Xã Xuân Định,"Xã Xuân Định, Tỉnh Đồng Nai",12567,23
Xuân Phú,xa,Xã Xuân Phú,"Xã Xuân Phú, Tỉnh Đồng Nai",12823,23
Phú Trung,xa,Xã Phú Trung,"Xã Phú Trung, Tỉnh Đồng Nai",13079,23
Thuận Lợi,xa,Xã Thuận Lợi,"Xã Thuận Lợi, Tỉnh Đồng Nai",13335,23
Đồng Tâm,xa,Xã Đồng Tâm,"Xã Đồng Tâm, Tỉnh Đồng Nai",13591,23
Tân Lợi,xa,Xã Tân Lợi,"Xã Tân Lợi, Tỉnh Đồng Nai",13847,23
Đồng Phú,xa,Xã Đồng Phú,"Xã Đồng Phú, Tỉnh Đồng Nai",14103,23
Phước Sơn,xa,Xã Phước Sơn,"Xã Phước Sơn, Tỉnh Đồng Nai",14359,23
Nghĩa Trung,xa,Xã Nghĩa Trung,"Xã Nghĩa Trung, Tỉnh Đồng Nai",14615,23
Bù Đăng,xa,Xã Bù Đăng,"Xã Bù Đăng, Tỉnh Đồng Nai",14871,23
Thọ Sơn,xa,Xã Thọ Sơn,"Xã Thọ Sơn, Tỉnh Đồng Nai",15127,23
Đak Nhau,xa,Xã Đak Nhau,"Xã Đak Nhau, Tỉnh Đồng Nai",15383,23
Bom Bo,xa,Xã Bom Bo,"Xã Bom Bo, Tỉnh Đồng Nai",15639,23
Long Bình,phuong,Phường Long Bình,"Phường Long Bình, Tỉnh Đồng Nai",15895,23
Trảng Dài,phuong,Phường Trảng Dài,"Phường Trảng Dài, Tỉnh Đồng Nai",16151,23
Hố Nai,phuong,Phường Hố Nai,"Phường Hố Nai, Tỉnh Đồng Nai",16407,23
Long Hưng,phuong,Phường Long Hưng,"Phường Long Hưng, Tỉnh Đồng Nai",16663,23
Đại Phước,xa,Xã Đại Phước,"Xã Đại Phước, Tỉnh Đồng Nai",16919,23
Bình Phước,phuong,Phường Bình Phước,"Phường Bình Phước, Tỉnh Đồng Nai",17175,23
Đồng Xoài,phuong,Phường Đồng Xoài,"Phường Đồng Xoài, Tỉnh Đồng Nai",17431,23
Biên Hòa,phuong,Phường Biên Hòa,"Phường Biên Hòa, Tỉnh Đồng Nai",17687,23
Trấn Biên,phuong,Phường Trấn Biên,"Phường Trấn Biên, Tỉnh Đồng Nai",17943,23
Tam Hiệp,phuong,Phường Tam Hiệp,"Phường Tam Hiệp, Tỉnh Đồng Nai",18199,23
Phước Bình,phuong,Phường Phước Bình,"Phường Phước Bình, Tỉnh Đồng Nai",18455,23
Phước Long,phuong,Phường Phước Long,"Phường Phước Long, Tỉnh Đồng Nai",18711,23
Bình Long,phuong,Phường Bình Long,"Phường Bình Long, Tỉnh Đồng Nai",18967,23
An Lộc,phuong,Phường An Lộc,"Phường An Lộc, Tỉnh Đồng Nai",19223,23
Minh Hưng,phuong,Phường Minh Hưng,"Phường Minh Hưng, Tỉnh Đồng Nai",19479,23
Chơn Thành,phuong,Phường Chơn Thành,"Phường Chơn Thành, Tỉnh Đồng Nai",19735,23
Nha Bích,xa,Xã Nha Bích,"Xã Nha Bích, Tỉnh Đồng Nai",19991,23
Tân Quan,xa,Xã Tân Quan,"Xã Tân Quan, Tỉnh Đồng Nai",20247,23
Tân Hưng,xa,Xã Tân Hưng,"Xã Tân Hưng, Tỉnh Đồng Nai",20503,23
Tân Khai,xa,Xã Tân Khai,"Xã Tân Khai, Tỉnh Đồng Nai",20759,23
Minh Đức,xa,Xã Minh Đức,"Xã Minh Đức, Tỉnh Đồng Nai",21015,23
Lộc Thành,xa,Xã Lộc Thành,"Xã Lộc Thành, Tỉnh Đồng Nai",21271,23
Lộc Ninh,xa,Xã Lộc Ninh,"Xã Lộc Ninh, Tỉnh Đồng Nai",21527,23
Lộc Hưng,xa,Xã Lộc Hưng,"Xã Lộc Hưng, Tỉnh Đồng Nai",21783,23
Lộc Tấn,xa,Xã Lộc Tấn,"Xã Lộc Tấn, Tỉnh Đồng Nai",22039,23
Lộc Thạnh,xa,Xã Lộc Thạnh,"Xã Lộc Thạnh, Tỉnh Đồng Nai",22295,23
Lộc Quang,xa,Xã Lộc Quang,"Xã Lộc Quang, Tỉnh Đồng Nai",22551,23
